text,author,likes,replyCount,cleaned_text
He's talking about Gaza like it belongs to he's mother,@wafic3563,1,0,hes talking about gaza like it belongs to hes mother
"We are gunna see some crazy prophetic, and ancient things returning in our lifetimes.",@misfitkid1995,0,0,we are gunna see some crazy prophetic and ancient things returning in our lifetimes
"Trump himself has posted this !!!!Does he not realise that this video is satire that portrays him as a authoritarian dictator like Saddam, Gaddafi, Stalin etc that have portraits of themselves everywhere to oppress their power, and Elon Musk as some Oligarch henchman that relish showering themselves in the money they can make out of turning Gaza into a millionaires playground.Guess the ego aspect of his personality took over his thinking that this was a praising of him, and blinded him that this is in fact a protest.",@dominionscave4752,2,0,trump himself has posted this does he not realise that this video is satire that portrays him as a authoritarian dictator like saddam gaddafi stalin etc that have portraits of themselves everywhere to oppress their power and elon musk as some oligarch henchman that relish showering themselves in the money they can make out of turning gaza into a millionaires playgroundguess the ego aspect of his personality took over his thinking that this was a praising of him and blinded him that this is in fact a protest
Is this video intended for The People of Gaza to watch?,@MrGlenRock,1,2,is this video intended for the people of gaza to watch
"""So we were going to do Gaza...and Panama...and Greenland...but I've talked to Elon and we've decided that what the world needs most is CONTINUITY.  More TRUMP.  That's what the world really needs for stability. So I've decided that in 4 years' time I will do you the honor of continuing to be your most-loved president - to keep protecting and saving you for many more years.  You'll thank me - you'll be SO GRATEFUL, and you know how I like gratitude. No need for expensive elections that the slimy democrats JUST WANT TO STEAL!  I will be your fabulous, brilliant president until I die. I'm doing it for you!""Fully expecting this.",@ateleskier7066,0,0,so we were going to do gazaand panamaand greenlandbut ive talked to elon and weve decided that what the world needs most is continuity  more trump  thats what the world really needs for stability so ive decided that in  years time i will do you the honor of continuing to be your mostloved president  to keep protecting and saving you for many more years  youll thank me  youll be so grateful and you know how i like gratitude no need for expensive elections that the slimy democrats just want to steal  i will be your fabulous brilliant president until i die im doing it for youfully expecting this
He is totally insane !!,@averilmccaffery3356,1,0,he is totally insane 
"Being a realist, Trump Gaza, if ain't happening in the next 4 years, it should not even start.",@ytmusic4342,2,0,being a realist trump gaza if aint happening in the next  years it should not even start
I thought you wanted the Trans community and children to be closer...,@jloren4647,1,0,i thought you wanted the trans community and children to be closer
it was a satirical video unfortunately picked up by Trump as beautiful. Horrific for the creator.,@gordonthomson7533,2,0,it was a satirical video unfortunately picked up by trump as beautiful horrific for the creator
These two are off their nuts 😂,@randulatelge6777,1,0,these two are off their nuts face_with_tears_of_joy
"Trump's London, Berlin, Paris and so on will follow",@erdemkaya2735,1,0,trumps london berlin paris and so on will follow
This is like how cartoons portray politicians,@WeatherCat_TheCat,6,0,this is like how cartoons portray politicians
It's gonna happen been Prophecised Zephania Chapter 2.4,@childrenoflight3010,0,0,its gonna happen been prophecised zephania chapter 
Absolutely no care for human decency.,@usibistro,2,0,absolutely no care for human decency
world war 3 is near,@STRTYPS,1,0,world war  is near
"Great idea! 😂 And he will take 2 MILION people from Gaza to the US, right?😂😂😂",@ozoracka,1,0,great idea face_with_tears_of_joy and he will take  milion people from gaza to the us rightface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
What a disgusting 🤢 president!,@SadihaakterSadiha,5,0,what a disgusting nauseated_face president
"Fascinating how Trump`s instinct in the speech is to say ""this could be so *bad*"" Tells you everything you need to know how he usually likes to talk",@m_hut,3,0,fascinating how trumps instinct in the speech is to say this could be so bad tells you everything you need to know how he usually likes to talk
Great vision! Let's the dream come true!,@eugeneeugene3313,5,0,great vision lets the dream come true
All amaricans should be adhamed of this vedio,@fathima8242,2,0,all amaricans should be adhamed of this vedio
You will save no one☠️💀,@ANobody-k4t,1,0,you will save no oneskull_and_crossbonesskull
Anyone see the trans woman belly-dancers?,@StephenBogan-r4s,3,0,anyone see the trans woman bellydancers
This is actually the worst thing I have ever seen,@byrontheusurper6505,7,0,this is actually the worst thing i have ever seen
Is anybody seeing the bearded ladies 😂😂😂😂😂😂😂😂😂😂😂😂,@Itbebobby,1,0,is anybody seeing the bearded ladies face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
I need this song :D,@user-tl9ng6nv5i,1,0,i need this song d
Solo de escucharlo se me revuelve el estomago,@alejandroaca931,1,0,solo de escucharlo se me revuelve el estomago
We are living in the craziest timeline rn,@thespeedingmushroom7892,0,0,we are living in the craziest timeline rn
No Gaza is sufring😢,@Humzah356,2,0,no gaza is sufringcrying_face
Dis his Dad leave Gagza in inheritence to him?That's theiving private property and that also hunderds of miles away!,@drteaches,2,0,dis his dad leave gagza in inheritence to himthats theiving private property and that also hunderds of miles away
GAZA LAGO LETS GOOO,@Rexident97,2,0,gaza lago lets gooo
You all are cooked. Sincerely,@urbaebea,1,0,you all are cooked sincerely
"This man was voted by the majotity of people ib the US, right? Okeee..... lets talk about alternatives to demoraty.",@christianburrig9485,1,0,this man was voted by the majotity of people ib the us right okeee lets talk about alternatives to demoraty
American citizens voted for him 😂😂 Unbelieveable,@sasasasa9568,6,0,american citizens voted for him face_with_tears_of_joyface_with_tears_of_joy unbelieveable
Idolatry at it's most disgusting...,@kingscroach,2,0,idolatry at its most disgusting
The peak of american politics indeed ☕,@10-K09,1,0,the peak of american politics indeed hot_beverage
"Will he likewise build a ""Riviera"" in Greenland?",@doug5280,2,0,will he likewise build a riviera in greenland
It's in your dream both goat😂😂😂,@meherullarahman5087,1,0,its in your dream both goatface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
Happy now with your fires!? I hope so.,@Aser7_1,3,0,happy now with your fires i hope so
Trump will make Netanyahu and Musk be his downfall,@Lykan443,2,0,trump will make netanyahu and musk be his downfall
How often did I have to idiotically day to end in the plane of existence where this is reality?,@fragdoch-nicht1290,3,1,how often did i have to idiotically day to end in the plane of existence where this is reality
This is the best joke that even he fell for! 😂😂😂😂😂,@Oomzilla,1,0,this is the best joke that even he fell for face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
He just stopped himself from saying valuable and changed it to magnificent 😂,@johnwhite3269,2,0,he just stopped himself from saying valuable and changed it to magnificent face_with_tears_of_joy
I love my president!!😂,@huckstir,0,0,i love my presidentface_with_tears_of_joy
talking about braindead politics,@TheNcbm,2,0,talking about braindead politics
What a great video.,@carlosmagno111111111,0,0,what a great video
Here for the song,@Poliswagins,0,0,here for the song
This seems pretty soulless,@Danny_Delano,4,1,this seems pretty soulless
"😰""Peter, don't! They say if you watch that video, you'll DIE!""Peter Griffin: ""Ahh that's a lot of baloni!""The video:🎶""Donald Trump is to set you free! Donald Trump number #1!""🎶Also Peter:☠️☠️",@davidebachi4275,0,0,face_with_open_mouth_&_cold_sweatpeter dont they say if you watch that video youll diepeter griffin ahh thats a lot of balonithe videomusical_notesdonald trump is to set you free donald trump number musical_notesalso peterskull_and_crossbonesskull_and_crossbones
A spectacle of disgrace at its finest,@JM-sv5wg,8,0,a spectacle of disgrace at its finest
Why is everyone complaining? It looks really great if you ask me. Compared to what it is now...,@igorknapp2460,2,0,why is everyone complaining it looks really great if you ask me compared to what it is now
Where's the respect for all the people who were murdered in Gaza without mercy? That guy will definitely be the down fall of everything.,@razantarek9974,5,0,wheres the respect for all the people who were murdered in gaza without mercy that guy will definitely be the down fall of everything
Disgusting. Beyond all limits. No words.,@naialarranaga2694,5,0,disgusting beyond all limits no words
Back to future 2: when Biff Tannen found the Almanach and George McFly is dead.,@villapierre,0,0,back to future  when biff tannen found the almanach and george mcfly is dead
This is a direct response to palestinian children celebrating the coffins of Bibas family,@mrpacman1185,0,0,this is a direct response to palestinian children celebrating the coffins of bibas family
"0:24 above the Trump Gaza sign, you see what's obviously a baphommet or goat head. On the side of each pillar you see what looks like an owl, a common symbol that means wisdom; the baphommet is in a dome that's an eye like the all-seeing eye and on the right pillar you see the number ""9"" a common symbol in the occult.",@JH-6g5,3,1, above the trump gaza sign you see whats obviously a baphommet or goat head on the side of each pillar you see what looks like an owl a common symbol that means wisdom the baphommet is in a dome thats an eye like the allseeing eye and on the right pillar you see the number  a common symbol in the occult
Arabs for Trump voted for this.,@autumnjade815,6,2,arabs for trump voted for this
"Insane and evil.  I don't even know what to say anymore...This seems like it would be an Onion parody, but it's real.  I've been saying that a lot recently...",@LPW638,11,2,insane and evil  i dont even know what to say anymorethis seems like it would be an onion parody but its real  ive been saying that a lot recently
Will the lions of Gaza allow you to do that?,@Fdycg-q2o,0,0,will the lions of gaza allow you to do that
It was posted on truth social by his account,@goreegirl,0,0,it was posted on truth social by his account
Trampy started war in the beginning so he could build condos there,@22jayla,2,0,trampy started war in the beginning so he could build condos there
After disrespecting Zelensky he is diverting attention of the people by disrespecting the middle east like someone who doesn't care anyone. 😅,@Buna5689,3,1,after disrespecting zelensky he is diverting attention of the people by disrespecting the middle east like someone who doesnt care anyone smiling_face_with_open_mouth_&_cold_sweat
"This could be something that could be so bad, this could be so magnificent... "" What?",@missymichilli8860,2,0,this could be something that could be so bad this could be so magnificent  what
I Thought our President in Kenya was nuts... THIS one of the USA is utterly BONKERS .,@rosesimani,8,0,i thought our president in kenya was nuts this one of the usa is utterly bonkers 
The dancing girls have beards. Thrown under the bus by AI.,@TropicalLatitude,3,0,the dancing girls have beards thrown under the bus by ai
So Palestine just loses their territory? It's as simple as that?,@goncalosilva1260,0,0,so palestine just loses their territory its as simple as that
What the heck with the bearded trans girl dancing hahaha,@ulisesramirezsalinas,0,0,what the heck with the bearded trans girl dancing hahaha
"DON'T BE CUTE, DON'T BE WISE, JUST BE HUMAN PLEASE!!!!!",@tyramir3480,0,0,dont be cute dont be wise just be human please
A cruel art & plan of illuminati,@AllEyes-OnMe.,3,0,a cruel art  plan of illuminati
It has the same chord progression as the agustus gloop song,@lib5864,1,0,it has the same chord progression as the agustus gloop song
This is great 👍  Trump Gaza we want to see. 😅,@floatinsun,4,5,this is great thumbs_up  trump gaza we want to see smiling_face_with_open_mouth_&_cold_sweat
"Funny how everyone in the comments judge this project as ""pure evil"" while what they probably consider a reasonable policy has led us to Hamas.",@jvs6338,2,2,funny how everyone in the comments judge this project as pure evil while what they probably consider a reasonable policy has led us to hamas
"The problem of these people, and I mean those making videos like this, is that they have no soul. They are talking machines with numbers in their minds",@carolco,1,0,the problem of these people and i mean those making videos like this is that they have no soul they are talking machines with numbers in their minds
This guy is crazy 😮,@Guanasse,0,0,this guy is crazy face_with_open_mouth
He cannot just take their home.......he is so self concerned.,@maedenton5436,1,0,he cannot just take their homehe is so self concerned
trump have a sence of humor,@АртемийКалинин-ж2ф,0,0,trump have a sence of humor
This is a terroist ideas from trumb,@TaiebTraina,2,0,this is a terroist ideas from trumb
"How strange hilter also had artitecture plans too that nobody asked for to boost his speed induced ego.  🙄 but you know must just be him ""throwing his heart out"" right.",@sorinhocking876,0,0,how strange hilter also had artitecture plans too that nobody asked for to boost his speed induced ego  face_with_rolling_eyes but you know must just be him throwing his heart out right
"This video was a parody mocking Trump, his big ego and his bigly a'brain which Trump reposted as soon as he saw his bigly golden statue 😂",@zigs666,3,0,this video was a parody mocking trump his big ego and his bigly abrain which trump reposted as soon as he saw his bigly golden statue face_with_tears_of_joy
"We can all of course have different opinions about the Middle East conflict, especially about the Hamas attack or the Israeli attack, but this exceeds all moral boundaries of any humane person. It is disgusting, tasteless, degrading, wrong and repulsive! You just don't do that!",@Schmusbek21898,0,0,we can all of course have different opinions about the middle east conflict especially about the hamas attack or the israeli attack but this exceeds all moral boundaries of any humane person it is disgusting tasteless degrading wrong and repulsive you just dont do that
Elon can eat a lot.,@EverPaintP,0,0,elon can eat a lot
Don't let trump into the gaza,@nsr585,0,0,dont let trump into the gaza
"So this is possible, but accessible healthcare for the American working class is not?",@dianaaros,7,0,so this is possible but accessible healthcare for the american working class is not
"Wait, I am so confused. Is this video from the White House? Or is this something a fan made and Trump posted?",@lostlakepictures7378,0,1,wait i am so confused is this video from the white house or is this something a fan made and trump posted
Feeling sorry that America is about to loose all its been working on for decades. Such a shame,@adrianchoinski3899,2,0,feeling sorry that america is about to loose all its been working on for decades such a shame
"A parte l'esaltazione, di trump. Le immagini che vediamo giornalmente, di distruzione e morte, nn sono bella cosa. Un paese ricostruito nel rispetto,delle usanze e tradizioni della sua popolazione, sarebbe bella cosa...... Ma evitando i grattacieli",@giampieroeva7335,1,0,a parte lesaltazione di trump le immagini che vediamo giornalmente di distruzione e morte nn sono bella cosa un paese ricostruito nel rispettodelle usanze e tradizioni della sua popolazione sarebbe bella cosa ma evitando i grattacieli
Ew what is that please,@Memo_Sym,0,0,ew what is that please
This is really disturbing.,@Biltekin,3,0,this is really disturbing
"That video is funny, yall ones getting mad are taking it way too seriously. Its ai generated. Robot made it. We cant fully orchestrate how an ai will make a video or image or whatever. Find humor in it, jeez. Dancers with beards. Trump baloons. I think its funny and cool to watch.",@HoneydewHomelander,0,5,that video is funny yall ones getting mad are taking it way too seriously its ai generated robot made it we cant fully orchestrate how an ai will make a video or image or whatever find humor in it jeez dancers with beards trump baloons i think its funny and cool to watch
Hold on this is real!!! Seriously,@shalyarkh2633,0,0,hold on this is real seriously
This would be for the mega rich and not the people,@LizVENVILLE-ti8mp,0,0,this would be for the mega rich and not the people
It is not Earth we are living on,@almostmybedtime,1,0,it is not earth we are living on
Ai generated. Americans dont feel this way.,@MichaelPetersThankgod4trump,1,0,ai generated americans dont feel this way
Why is no one discussing the bearded ladies belly dancing... 🤔🤔🤔,@TheMlb1104,0,0,why is no one discussing the bearded ladies belly dancing thinking_facethinking_facethinking_face
"If you could have voted and didn't, don't complain now",@yuppers1,4,0,if you could have voted and didnt dont complain now
"Bet you wish you'd voted now, eh 😂😂😂",@yuppers1,2,0,bet you wish youd voted now eh face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
I am having issues waking up. How long am i trapped in this dream?,@affebanane3039,7,0,i am having issues waking up how long am i trapped in this dream
This is the most insane political gesture i have ever seen a qualified politician do,@nordicohahah,1,0,this is the most insane political gesture i have ever seen a qualified politician do
Why does he have bearded women dancing,@YourGraceMyLady,2,2,why does he have bearded women dancing
"🎶 Donald's coming to set you freeBringing the light for all to seeNo more tunnels no more fearTrump Gaza is finally hereTrump Gaza shining brightGolden future, a brand new light Feast and dance the deal is doneTrump Gaza Number 1Trump Gaza shining brightGolden future, a brand new light Feast and dance the deal is doneTrump Gaza Number 1 🎶",@dankunle9818,4,0,musical_notes donalds coming to set you freebringing the light for all to seeno more tunnels no more feartrump gaza is finally heretrump gaza shining brightgolden future a brand new light feast and dance the deal is donetrump gaza number trump gaza shining brightgolden future a brand new light feast and dance the deal is donetrump gaza number  musical_notes
Sort of obvious he's making fun of a bad joke.,@thehouseoflight,1,0,sort of obvious hes making fun of a bad joke
He should be ashamed about those moobs,@PaulFlint-po9jl,0,0,he should be ashamed about those moobs
Kinda looks like President Snow.... hmmm,@dawnbeaver2313,0,0,kinda looks like president snow hmmm
Please tell me I am sleeping! This can't be true. I miss 2019...,@kjk8941,0,0,please tell me i am sleeping this cant be true i miss 
What's wrong with him????,@marielinerudt3925,1,0,whats wrong with him
"What a shame, below zero...",@coccinelle23,0,0,what a shame below zero
I LIKE this videoDems are mad)),@bolshoikush9093,0,0,i like this videodems are mad
Trump is my gf,@Deviant_Hank,0,1,trump is my gf
"Trump sending US weapons to Israel takes on a whole new dimension when these plans are revealed. It is the clearing of Palestinians as if they are no more than rubble from all the 2,000 pound bombs already dropped, to make way for his resort enterprise.",@g.b.1375,3,1,trump sending us weapons to israel takes on a whole new dimension when these plans are revealed it is the clearing of palestinians as if they are no more than rubble from all the  pound bombs already dropped to make way for his resort enterprise
"Is this REAL? As in, officially released by Trump???",@Daktylotrochej,0,1,is this real as in officially released by trump
"Wuzhou, Guangxi, is poised to be a major Belt and Road success for China, driven by a growing population, precision manufacturing, AI robotics, and semiconductor technology. With high speed connections to Guangzhou, Hong Kong, and Shenzhen extending into western China and Vietnam, Wuzhou is strategically positioned to become a key hub for innovation and trade.",@musiceol7,0,0,wuzhou guangxi is poised to be a major belt and road success for china driven by a growing population precision manufacturing ai robotics and semiconductor technology with high speed connections to guangzhou hong kong and shenzhen extending into western china and vietnam wuzhou is strategically positioned to become a key hub for innovation and trade
This is the American dream 🗣️🗣️🗣️,@Fumo1,0,0,this is the american dream speaking_headspeaking_headspeaking_head
Is that really the president of the United States??,@Newg2612.,0,2,is that really the president of the united states
Trump gaza number 1 !😂,@BenW-z3g,2,1,trump gaza number  face_with_tears_of_joy
Gross. Truly a terrible day to have eyes,@hahaha00000,1,0,gross truly a terrible day to have eyes
The red light is burning... America is truly on the brink of the abyss,@Oceonheart,8,3,the red light is burning america is truly on the brink of the abyss
"I would consider this a Trump thing, however at 0:15, I'm guessing that's not from or for  his folks.",@bf6159,0,1,i would consider this a trump thing however at  im guessing thats not from or for  his folks
The Founding Fathers would be so proud of what he's doing!,@aureliusfeynman485,0,0,the founding fathers would be so proud of what hes doing
